user,week,logon_count,off_hours_ratio,usb_events,file_access_count,copy_to_removable_count,email_count,email_attachment_count,avg_attachment_size,http_total_count,http_upload_count,http_download_count,role,department,business_unit,is_malicious
ELB0847,2010-03-29,8,1.0,0.0,0.0,0.0,4.0,0.0,29411.25,40.0,1.0,0.0,ProductionLineWorker,3 - Assembly,1,0
ELB0847,2010-04-05,14,0.8571428571428571,0.0,0.0,0.0,4.0,0.0,27043.5,50.0,0.0,0.0,ProductionLineWorker,3 - Assembly,1,0
ELB0847,2010-04-12,12,1.0,0.0,0.0,0.0,5.0,1.0,25790.6,50.0,1.0,0.0,ProductionLineWorker,3 - Assembly,1,0
ELB0847,2010-04-19,10,1.0,0.0,0.0,0.0,5.0,4.0,29342.4,50.0,0.0,0.0,ProductionLineWorker,3 - Assembly,1,0
ELB0847,2010-04-26,10,1.0,0.0,0.0,0.0,4.0,6.0,27057.75,50.0,0.0,0.0,ProductionLineWorker,3 - Assembly,1,0
ELB0847,2010-05-03,12,0.8333333333333334,0.0,0.0,0.0,5.0,0.0,35254.6,50.0,0.0,0.0,ProductionLineWorker,3 - Assembly,1,0
ELB0847,2010-05-10,10,1.0,0.0,0.0,0.0,5.0,4.0,24261.8,50.0,0.0,0.0,ProductionLineWorker,3 - Assembly,1,0
ELB0847,2010-05-17,12,1.0,0.0,0.0,0.0,5.0,0.0,29011.0,50.0,1.0,0.0,ProductionLineWorker,3 - Assembly,1,0
ELB0847,2010-05-24,12,1.0,0.0,0.0,0.0,5.0,0.0,29759.8,50.0,0.0,0.0,ProductionLineWorker,3 - Assembly,1,0
ELB0847,2010-05-31,8,1.0,0.0,0.0,0.0,4.0,1.0,22309.5,40.0,0.0,0.0,ProductionLineWorker,3 - Assembly,1,0
ELB0847,2010-06-07,12,1.0,0.0,0.0,0.0,5.0,0.0,23735.2,50.0,0.0,0.0,ProductionLineWorker,3 - Assembly,1,0
ELB0847,2010-06-14,12,1.0,0.0,0.0,0.0,4.0,6.0,35886.75,40.0,0.0,0.0,ProductionLineWorker,3 - Assembly,1,0
ELB0847,2010-06-21,10,1.0,0.0,0.0,0.0,5.0,0.0,27769.0,50.0,0.0,0.0,ProductionLineWorker,3 - Assembly,1,0
ELB0847,2010-06-28,12,1.0,0.0,0.0,0.0,5.0,0.0,29066.0,50.0,0.0,0.0,ProductionLineWorker,3 - Assembly,1,0
ELB0847,2010-07-05,10,0.8,0.0,0.0,0.0,4.0,0.0,32672.25,40.0,2.0,0.0,ProductionLineWorker,3 - Assembly,1,0
ELB0847,2010-07-12,10,1.0,0.0,0.0,0.0,5.0,0.0,41993.2,50.0,1.0,0.0,ProductionLineWorker,3 - Assembly,1,0
ELB0847,2010-07-19,10,1.0,0.0,0.0,0.0,5.0,0.0,34630.2,50.0,0.0,0.0,ProductionLineWorker,3 - Assembly,1,0
ELB0847,2010-07-26,12,1.0,0.0,0.0,0.0,5.0,3.0,31474.0,50.0,1.0,0.0,ProductionLineWorker,3 - Assembly,1,0
ELB0847,2010-08-02,12,1.0,0.0,0.0,0.0,5.0,0.0,24816.2,50.0,1.0,0.0,ProductionLineWorker,3 - Assembly,1,0
ELB0847,2010-08-09,12,1.0,0.0,0.0,0.0,5.0,1.0,27157.2,50.0,2.0,0.0,ProductionLineWorker,3 - Assembly,1,0
ELB0847,2010-08-16,14,1.0,0.0,0.0,0.0,5.0,3.0,27067.0,50.0,0.0,0.0,ProductionLineWorker,3 - Assembly,1,0
ELB0847,2010-08-23,10,1.0,0.0,0.0,0.0,5.0,0.0,29264.0,50.0,0.0,0.0,ProductionLineWorker,3 - Assembly,1,0
ELB0847,2010-08-30,12,0.8333333333333334,0.0,0.0,0.0,5.0,0.0,31826.4,50.0,1.0,0.0,ProductionLineWorker,3 - Assembly,1,0
ELB0847,2010-09-06,10,1.0,0.0,0.0,0.0,4.0,0.0,31441.75,40.0,0.0,0.0,ProductionLineWorker,3 - Assembly,1,0
ELB0847,2010-09-13,10,1.0,0.0,0.0,0.0,4.0,0.0,28264.25,50.0,1.0,0.0,ProductionLineWorker,3 - Assembly,1,0
ELB0847,2010-09-20,10,1.0,0.0,0.0,0.0,5.0,1.0,21733.2,50.0,0.0,0.0,ProductionLineWorker,3 - Assembly,1,0
ELB0847,2010-09-27,12,1.0,0.0,0.0,0.0,5.0,0.0,30297.4,50.0,0.0,0.0,ProductionLineWorker,3 - Assembly,1,0
ELB0847,2010-10-04,10,1.0,0.0,0.0,0.0,5.0,6.0,23181.8,50.0,0.0,0.0,ProductionLineWorker,3 - Assembly,1,0
ELB0847,2010-10-11,10,1.0,0.0,0.0,0.0,4.0,0.0,34646.0,50.0,0.0,0.0,ProductionLineWorker,3 - Assembly,1,0
ELB0847,2010-10-18,14,0.9285714285714286,0.0,0.0,0.0,5.0,1.0,29778.2,50.0,2.0,0.0,ProductionLineWorker,3 - Assembly,1,0
ELB0847,2010-10-25,10,1.0,0.0,0.0,0.0,5.0,3.0,28214.2,50.0,1.0,0.0,ProductionLineWorker,3 - Assembly,1,0
ELB0847,2010-11-01,12,0.8333333333333334,0.0,0.0,0.0,5.0,8.0,20426.2,50.0,1.0,0.0,ProductionLineWorker,3 - Assembly,1,0
ELB0847,2010-11-08,12,1.0,0.0,0.0,0.0,5.0,1.0,28426.0,50.0,1.0,0.0,ProductionLineWorker,3 - Assembly,1,0
ELB0847,2010-11-15,12,1.0,0.0,0.0,0.0,5.0,1.0,23746.0,50.0,0.0,1.0,ProductionLineWorker,3 - Assembly,1,0
ELB0847,2010-11-22,10,0.8,0.0,0.0,0.0,3.0,0.0,34620.333333333336,30.0,0.0,0.0,ProductionLineWorker,3 - Assembly,1,0
ELB0847,2010-11-29,10,1.0,0.0,0.0,0.0,5.0,5.0,26858.6,50.0,2.0,0.0,ProductionLineWorker,3 - Assembly,1,0
ELB0847,2010-12-06,10,1.0,0.0,0.0,0.0,5.0,0.0,26412.6,50.0,1.0,0.0,ProductionLineWorker,3 - Assembly,1,0
ELB0847,2010-12-13,10,1.0,0.0,0.0,0.0,5.0,4.0,33874.2,50.0,0.0,0.0,ProductionLineWorker,3 - Assembly,1,0
ELB0847,2010-12-20,6,1.0,0.0,0.0,0.0,3.0,0.0,31335.0,30.0,0.0,0.0,ProductionLineWorker,3 - Assembly,1,0
ELB0847,2010-12-27,8,1.0,0.0,0.0,0.0,4.0,0.0,29001.5,40.0,3.0,0.0,ProductionLineWorker,3 - Assembly,1,0
ELB0847,2011-01-03,10,1.0,0.0,0.0,0.0,4.0,1.0,25153.5,50.0,0.0,0.0,ProductionLineWorker,3 - Assembly,1,0
ELB0847,2011-01-10,10,1.0,0.0,0.0,0.0,5.0,0.0,30068.2,50.0,1.0,0.0,ProductionLineWorker,3 - Assembly,1,0
ELB0847,2011-01-17,10,1.0,0.0,0.0,0.0,5.0,0.0,26647.0,50.0,0.0,0.0,ProductionLineWorker,3 - Assembly,1,0
ELB0847,2011-01-24,14,0.7142857142857143,0.0,0.0,0.0,5.0,3.0,27340.0,50.0,0.0,0.0,ProductionLineWorker,3 - Assembly,1,0
ELB0847,2011-01-31,10,1.0,0.0,0.0,0.0,5.0,1.0,25568.8,50.0,1.0,0.0,ProductionLineWorker,3 - Assembly,1,0
ELB0847,2011-02-07,10,1.0,0.0,0.0,0.0,5.0,2.0,29021.4,50.0,0.0,0.0,ProductionLineWorker,3 - Assembly,1,0
ELB0847,2011-02-14,10,1.0,0.0,0.0,0.0,5.0,2.0,32331.6,50.0,0.0,0.0,ProductionLineWorker,3 - Assembly,1,0
ELB0847,2011-02-21,10,1.0,0.0,0.0,0.0,5.0,0.0,24334.8,50.0,1.0,0.0,ProductionLineWorker,3 - Assembly,1,0
ELB0847,2011-02-28,12,0.8333333333333334,0.0,0.0,0.0,5.0,0.0,38087.4,50.0,2.0,0.0,ProductionLineWorker,3 - Assembly,1,0
ELB0847,2011-03-07,10,1.0,0.0,0.0,0.0,5.0,2.0,27117.6,50.0,1.0,0.0,ProductionLineWorker,3 - Assembly,1,0
ELB0847,2011-03-14,12,0.8333333333333334,0.0,0.0,0.0,5.0,1.0,24196.2,50.0,1.0,0.0,ProductionLineWorker,3 - Assembly,1,0
ELB0847,2011-03-21,10,1.0,0.0,0.0,0.0,5.0,2.0,27101.2,50.0,1.0,0.0,ProductionLineWorker,3 - Assembly,1,0
ELB0847,2011-03-28,12,0.8333333333333334,0.0,0.0,0.0,5.0,2.0,23113.4,50.0,1.0,0.0,ProductionLineWorker,3 - Assembly,1,0
ELB0847,2011-04-04,10,1.0,0.0,0.0,0.0,5.0,1.0,21183.6,50.0,0.0,0.0,ProductionLineWorker,3 - Assembly,1,0
ELB0847,2011-04-11,10,1.0,0.0,0.0,0.0,5.0,1.0,31917.6,50.0,2.0,0.0,ProductionLineWorker,3 - Assembly,1,0
ELB0847,2011-04-18,8,1.0,0.0,0.0,0.0,4.0,0.0,23732.75,40.0,0.0,0.0,ProductionLineWorker,3 - Assembly,1,0
ELB0847,2011-04-25,10,1.0,0.0,0.0,0.0,5.0,0.0,48058.4,50.0,2.0,0.0,ProductionLineWorker,3 - Assembly,1,0
ELB0847,2011-05-02,10,1.0,0.0,0.0,0.0,5.0,0.0,29191.8,50.0,0.0,0.0,ProductionLineWorker,3 - Assembly,1,0
ELB0847,2011-05-09,10,1.0,0.0,0.0,0.0,5.0,0.0,32552.2,50.0,2.0,0.0,ProductionLineWorker,3 - Assembly,1,0
ELB0847,2011-05-16,2,1.0,0.0,0.0,0.0,1.0,0.0,27418.0,10.0,0.0,0.0,ProductionLineWorker,3 - Assembly,1,0
ELH0960,2010-01-04,10,0.5,0.0,0.0,0.0,3.0,0.0,28721.666666666668,50.0,0.0,1.0,ProductionLineWorker,3 - Assembly,1,0
ELH0960,2010-01-11,10,0.5,0.0,0.0,0.0,5.0,0.0,35447.8,50.0,0.0,1.0,ProductionLineWorker,3 - Assembly,1,0
ELH0960,2010-01-18,10,0.5,0.0,0.0,0.0,5.0,0.0,27994.4,50.0,0.0,0.0,ProductionLineWorker,3 - Assembly,1,0
ELH0960,2010-01-25,10,0.5,0.0,0.0,0.0,5.0,0.0,29955.8,50.0,0.0,0.0,ProductionLineWorker,3 - Assembly,1,0
ELH0960,2010-02-01,10,0.5,0.0,0.0,0.0,5.0,0.0,30549.8,50.0,0.0,1.0,ProductionLineWorker,3 - Assembly,1,0
ELH0960,2010-02-08,10,0.5,0.0,0.0,0.0,5.0,0.0,33292.6,50.0,0.0,0.0,ProductionLineWorker,3 - Assembly,1,0
ELH0960,2010-02-15,10,0.5,0.0,0.0,0.0,4.0,0.0,24865.25,50.0,0.0,0.0,ProductionLineWorker,3 - Assembly,1,0
ELH0960,2010-02-22,10,0.5,0.0,0.0,0.0,5.0,0.0,32299.0,50.0,0.0,1.0,ProductionLineWorker,3 - Assembly,1,0
ELH0960,2010-03-01,10,0.5,0.0,0.0,0.0,5.0,0.0,24050.4,50.0,0.0,0.0,ProductionLineWorker,3 - Assembly,1,0
ELH0960,2010-03-08,10,0.5,0.0,0.0,0.0,5.0,0.0,23129.0,50.0,0.0,0.0,ProductionLineWorker,3 - Assembly,1,0
ELH0960,2010-03-15,10,0.5,0.0,0.0,0.0,5.0,0.0,31607.6,50.0,0.0,0.0,ProductionLineWorker,3 - Assembly,1,0
ELH0960,2010-03-22,10,0.5,0.0,0.0,0.0,5.0,0.0,27757.6,50.0,0.0,0.0,ProductionLineWorker,3 - Assembly,1,0
ELH0960,2010-03-29,8,0.5,0.0,0.0,0.0,4.0,0.0,23030.0,40.0,0.0,0.0,ProductionLineWorker,3 - Assembly,1,0
ELH0960,2010-04-05,10,0.5,0.0,0.0,0.0,5.0,0.0,26828.6,50.0,0.0,1.0,ProductionLineWorker,3 - Assembly,1,0
ELH0960,2010-04-12,10,0.5,0.0,0.0,0.0,5.0,0.0,34963.6,50.0,0.0,1.0,ProductionLineWorker,3 - Assembly,1,0
ELH0960,2010-04-19,10,0.5,0.0,0.0,0.0,5.0,0.0,27450.8,50.0,0.0,0.0,ProductionLineWorker,3 - Assembly,1,0
ELH0960,2010-04-26,10,0.5,0.0,0.0,0.0,5.0,0.0,25793.8,50.0,0.0,0.0,ProductionLineWorker,3 - Assembly,1,0
ELH0960,2010-05-03,10,0.5,0.0,0.0,0.0,5.0,0.0,30275.0,50.0,0.0,0.0,ProductionLineWorker,3 - Assembly,1,0
ELH0960,2010-05-10,10,0.5,0.0,0.0,0.0,5.0,0.0,26595.4,50.0,0.0,0.0,ProductionLineWorker,3 - Assembly,1,0
ELH0960,2010-05-17,10,0.5,0.0,0.0,0.0,5.0,0.0,31307.4,50.0,0.0,0.0,ProductionLineWorker,3 - Assembly,1,0
ELH0960,2010-05-24,10,0.5,0.0,0.0,0.0,4.0,0.0,34096.5,50.0,0.0,0.0,ProductionLineWorker,3 - Assembly,1,0
ELH0960,2010-05-31,8,0.5,0.0,0.0,0.0,4.0,0.0,34173.0,40.0,0.0,1.0,ProductionLineWorker,3 - Assembly,1,0
ELH0960,2010-06-07,10,0.5,0.0,0.0,0.0,5.0,0.0,26234.8,50.0,0.0,0.0,ProductionLineWorker,3 - Assembly,1,0
ELH0960,2010-06-14,10,0.5,0.0,0.0,0.0,4.0,0.0,23504.75,50.0,0.0,1.0,ProductionLineWorker,3 - Assembly,1,0
ELH0960,2010-06-21,10,0.5,0.0,0.0,0.0,5.0,0.0,33887.6,50.0,0.0,1.0,ProductionLineWorker,3 - Assembly,1,0
ELH0960,2010-06-28,10,0.5,0.0,0.0,0.0,5.0,0.0,31331.2,50.0,0.0,0.0,ProductionLineWorker,3 - Assembly,1,0
ELH0960,2010-07-05,8,0.5,0.0,0.0,0.0,4.0,0.0,26823.0,40.0,0.0,0.0,ProductionLineWorker,3 - Assembly,1,0
ELH0960,2010-07-12,10,0.5,0.0,0.0,0.0,5.0,0.0,34642.2,50.0,0.0,1.0,ProductionLineWorker,3 - Assembly,1,0
ELH0960,2010-07-19,10,0.5,0.0,0.0,0.0,5.0,0.0,30932.4,50.0,0.0,0.0,ProductionLineWorker,3 - Assembly,1,0
ELH0960,2010-07-26,10,0.5,0.0,0.0,0.0,5.0,0.0,34976.8,50.0,0.0,1.0,ProductionLineWorker,3 - Assembly,1,0
ELH0960,2010-08-02,10,0.5,0.0,0.0,0.0,5.0,0.0,30902.0,50.0,0.0,1.0,ProductionLineWorker,3 - Assembly,1,0
ELH0960,2010-08-09,10,0.5,0.0,0.0,0.0,4.0,0.0,26540.75,50.0,0.0,0.0,ProductionLineWorker,3 - Assembly,1,0
ELH0960,2010-08-16,10,0.5,0.0,0.0,0.0,5.0,0.0,31772.6,50.0,0.0,0.0,ProductionLineWorker,3 - Assembly,1,0
ELH0960,2010-08-23,10,0.5,0.0,0.0,0.0,4.0,0.0,29191.5,50.0,0.0,0.0,ProductionLineWorker,3 - Assembly,1,0
ELH0960,2010-08-30,10,0.5,0.0,0.0,0.0,5.0,0.0,27307.2,50.0,0.0,0.0,ProductionLineWorker,3 - Assembly,1,0
ELH0960,2010-09-06,8,0.5,0.0,0.0,0.0,4.0,0.0,29362.25,40.0,0.0,1.0,ProductionLineWorker,3 - Assembly,1,0
ELH0960,2010-09-13,10,0.5,0.0,0.0,0.0,5.0,0.0,27174.6,50.0,0.0,1.0,ProductionLineWorker,3 - Assembly,1,0
ELH0960,2010-09-20,10,0.5,0.0,0.0,0.0,5.0,0.0,22771.6,50.0,0.0,0.0,ProductionLineWorker,3 - Assembly,1,0
ELH0960,2010-09-27,10,0.5,0.0,0.0,0.0,5.0,0.0,32213.8,50.0,0.0,0.0,ProductionLineWorker,3 - Assembly,1,0
ELH0960,2010-10-04,10,0.5,0.0,0.0,0.0,4.0,0.0,32808.25,50.0,0.0,0.0,ProductionLineWorker,3 - Assembly,1,0
ELH0960,2010-10-11,10,0.5,0.0,0.0,0.0,5.0,0.0,34432.6,50.0,0.0,0.0,ProductionLineWorker,3 - Assembly,1,0
ELH0960,2010-10-18,10,0.5,0.0,0.0,0.0,5.0,0.0,39645.4,50.0,0.0,0.0,ProductionLineWorker,3 - Assembly,1,0
ELH0960,2010-10-25,10,0.5,0.0,0.0,0.0,4.0,0.0,40633.25,50.0,0.0,0.0,ProductionLineWorker,3 - Assembly,1,0
ELH0960,2010-11-01,10,0.5,0.0,0.0,0.0,5.0,0.0,29629.0,50.0,0.0,1.0,ProductionLineWorker,3 - Assembly,1,0
ELH0960,2010-11-08,10,0.5,0.0,0.0,0.0,5.0,0.0,25987.0,50.0,0.0,1.0,ProductionLineWorker,3 - Assembly,1,0
ELH0960,2010-11-15,10,0.5,0.0,0.0,0.0,5.0,0.0,29190.6,50.0,0.0,0.0,ProductionLineWorker,3 - Assembly,1,0
ELH0960,2010-11-22,6,0.5,0.0,0.0,0.0,3.0,0.0,29801.0,30.0,0.0,0.0,ProductionLineWorker,3 - Assembly,1,0
ELH0960,2010-11-29,10,0.5,0.0,0.0,0.0,5.0,0.0,30809.8,50.0,0.0,0.0,ProductionLineWorker,3 - Assembly,1,0
ELH0960,2010-12-06,10,0.5,0.0,0.0,0.0,4.0,0.0,33703.25,50.0,0.0,0.0,ProductionLineWorker,3 - Assembly,1,0
ELH0960,2010-12-13,10,0.5,0.0,0.0,0.0,5.0,0.0,42978.4,50.0,0.0,0.0,ProductionLineWorker,3 - Assembly,1,0
ELH0960,2010-12-20,6,0.5,0.0,0.0,0.0,3.0,0.0,25651.333333333332,30.0,0.0,0.0,ProductionLineWorker,3 - Assembly,1,0
ELH0960,2010-12-27,8,0.5,0.0,0.0,0.0,4.0,0.0,26927.25,40.0,0.0,0.0,ProductionLineWorker,3 - Assembly,1,0
ELH0960,2011-01-03,10,0.5,0.0,0.0,0.0,5.0,0.0,26233.8,50.0,0.0,0.0,ProductionLineWorker,3 - Assembly,1,0
ELH0960,2011-01-10,10,0.5,0.0,0.0,0.0,5.0,0.0,23379.4,50.0,0.0,1.0,ProductionLineWorker,3 - Assembly,1,0
ELH0960,2011-01-17,10,0.5,0.0,0.0,0.0,5.0,0.0,26317.8,50.0,0.0,0.0,ProductionLineWorker,3 - Assembly,1,0
ELH0960,2011-01-24,10,0.5,0.0,0.0,0.0,4.0,0.0,25659.25,50.0,0.0,0.0,ProductionLineWorker,3 - Assembly,1,0
ELH0960,2011-01-31,10,0.5,0.0,0.0,0.0,5.0,0.0,28226.2,50.0,0.0,0.0,ProductionLineWorker,3 - Assembly,1,0
ELH0960,2011-02-07,10,0.5,0.0,0.0,0.0,5.0,0.0,34417.2,50.0,0.0,1.0,ProductionLineWorker,3 - Assembly,1,0
ELH0960,2011-02-14,10,0.5,0.0,0.0,0.0,5.0,0.0,23162.2,50.0,0.0,0.0,ProductionLineWorker,3 - Assembly,1,0
ELH0960,2011-02-21,10,0.5,0.0,0.0,0.0,5.0,0.0,35639.4,50.0,0.0,0.0,ProductionLineWorker,3 - Assembly,1,0
ELH0960,2011-02-28,10,0.5,0.0,0.0,0.0,5.0,0.0,31566.6,50.0,0.0,1.0,ProductionLineWorker,3 - Assembly,1,0
ELH0960,2011-03-07,10,0.5,0.0,0.0,0.0,5.0,0.0,26682.8,50.0,0.0,1.0,ProductionLineWorker,3 - Assembly,1,0
ELH0960,2011-03-14,10,0.5,0.0,0.0,0.0,4.0,0.0,31298.75,50.0,0.0,0.0,ProductionLineWorker,3 - Assembly,1,0
ELH0960,2011-03-21,10,0.5,0.0,0.0,0.0,5.0,0.0,27482.8,50.0,0.0,0.0,ProductionLineWorker,3 - Assembly,1,0
ELH0960,2011-03-28,10,0.5,0.0,0.0,0.0,4.0,0.0,28920.25,50.0,0.0,0.0,ProductionLineWorker,3 - Assembly,1,0
ELH0960,2011-04-04,10,0.5,0.0,0.0,0.0,5.0,0.0,19275.6,50.0,0.0,0.0,ProductionLineWorker,3 - Assembly,1,0
ELH0960,2011-04-11,10,0.5,0.0,0.0,0.0,5.0,0.0,31480.2,50.0,0.0,0.0,ProductionLineWorker,3 - Assembly,1,0
ELH0960,2011-04-18,8,0.5,0.0,0.0,0.0,4.0,0.0,29265.5,40.0,0.0,0.0,ProductionLineWorker,3 - Assembly,1,0
ELH0960,2011-04-25,10,0.5,0.0,0.0,0.0,5.0,0.0,29657.8,50.0,0.0,0.0,ProductionLineWorker,3 - Assembly,1,0
ELH0960,2011-05-02,10,0.5,0.0,0.0,0.0,5.0,0.0,26103.4,50.0,0.0,0.0,ProductionLineWorker,3 - Assembly,1,0
ELH0960,2011-05-09,10,0.5,0.0,0.0,0.0,5.0,0.0,33039.6,50.0,0.0,0.0,ProductionLineWorker,3 - Assembly,1,0
ELH0960,2011-05-16,2,0.5,0.0,0.0,0.0,1.0,0.0,32685.0,10.0,0.0,0.0,ProductionLineWorker,3 - Assembly,1,0
ELT0769,2010-01-04,10,0.5,0.0,0.0,0.0,15.0,0.0,31882.066666666666,145.0,0.0,0.0,Technician,3 - FieldService,1,0
ELT0769,2010-01-11,10,0.5,0.0,0.0,0.0,12.0,0.0,27795.25,145.0,0.0,0.0,Technician,3 - FieldService,1,0
ELT0769,2010-01-18,10,0.5,0.0,0.0,0.0,13.0,0.0,37917.92307692308,145.0,0.0,0.0,Technician,3 - FieldService,1,0
ELT0769,2010-01-25,10,0.5,0.0,0.0,0.0,15.0,0.0,26826.2,145.0,0.0,0.0,Technician,3 - FieldService,1,0
ELT0769,2010-02-01,10,0.5,0.0,0.0,0.0,15.0,0.0,33598.666666666664,145.0,0.0,0.0,Technician,3 - FieldService,1,0
ELT0769,2010-02-08,10,0.5,0.0,0.0,0.0,15.0,0.0,25514.333333333332,145.0,0.0,0.0,Technician,3 - FieldService,1,0
ELT0769,2010-02-15,10,0.5,0.0,0.0,0.0,15.0,0.0,28026.133333333335,145.0,0.0,0.0,Technician,3 - FieldService,1,0
ELT0769,2010-02-22,10,0.5,0.0,0.0,0.0,11.0,0.0,34892.72727272727,145.0,0.0,0.0,Technician,3 - FieldService,1,0
ELT0769,2010-03-01,10,0.5,0.0,0.0,0.0,13.0,0.0,28320.69230769231,145.0,0.0,0.0,Technician,3 - FieldService,1,0
ELT0769,2010-03-08,10,0.5,0.0,0.0,0.0,15.0,0.0,29422.0,145.0,0.0,1.0,Technician,3 - FieldService,1,0
ELT0769,2010-03-15,10,0.5,0.0,0.0,0.0,15.0,0.0,30055.066666666666,145.0,0.0,0.0,Technician,3 - FieldService,1,0
ELT0769,2010-03-22,10,0.5,0.0,0.0,0.0,15.0,0.0,32113.466666666667,145.0,0.0,0.0,Technician,3 - FieldService,1,0
ELT0769,2010-03-29,8,0.5,0.0,0.0,0.0,12.0,0.0,26746.5,116.0,0.0,0.0,Technician,3 - FieldService,1,0
ELT0769,2010-04-05,10,0.5,0.0,0.0,0.0,13.0,0.0,32717.23076923077,145.0,0.0,0.0,Technician,3 - FieldService,1,0
ELT0769,2010-04-12,10,0.5,0.0,0.0,0.0,13.0,0.0,30717.53846153846,145.0,0.0,0.0,Technician,3 - FieldService,1,0
ELT0769,2010-04-19,10,0.5,0.0,0.0,0.0,15.0,0.0,26931.0,145.0,0.0,0.0,Technician,3 - FieldService,1,0
ELT0769,2010-04-26,10,0.5,0.0,0.0,0.0,15.0,0.0,34946.2,145.0,0.0,0.0,Technician,3 - FieldService,1,0
ELT0769,2010-05-03,10,0.5,0.0,0.0,0.0,15.0,0.0,30104.8,145.0,0.0,0.0,Technician,3 - FieldService,1,0
ELT0769,2010-05-10,10,0.5,0.0,0.0,0.0,15.0,0.0,29472.2,145.0,0.0,0.0,Technician,3 - FieldService,1,0
ELT0769,2010-05-17,10,0.5,0.0,0.0,0.0,15.0,0.0,27024.533333333333,145.0,0.0,0.0,Technician,3 - FieldService,1,0
ELT0769,2010-05-24,10,0.5,0.0,0.0,0.0,15.0,0.0,27398.266666666666,145.0,0.0,0.0,Technician,3 - FieldService,1,0
ELT0769,2010-05-31,8,0.5,0.0,0.0,0.0,12.0,0.0,28484.5,116.0,0.0,0.0,Technician,3 - FieldService,1,0
ELT0769,2010-06-07,10,0.5,0.0,0.0,0.0,15.0,0.0,30489.666666666668,145.0,0.0,0.0,Technician,3 - FieldService,1,0
ELT0769,2010-06-14,10,0.5,0.0,0.0,0.0,15.0,0.0,30460.6,145.0,0.0,0.0,Technician,3 - FieldService,1,0
ELT0769,2010-06-21,10,0.5,0.0,0.0,0.0,14.0,0.0,25079.85714285714,145.0,0.0,0.0,Technician,3 - FieldService,1,0
ELT0769,2010-06-28,10,0.5,0.0,0.0,0.0,15.0,0.0,27154.933333333334,145.0,0.0,0.0,Technician,3 - FieldService,1,0
ELT0769,2010-07-05,8,0.5,0.0,0.0,0.0,12.0,0.0,27037.25,116.0,0.0,0.0,Technician,3 - FieldService,1,0
ELT0769,2010-07-12,10,0.5,0.0,0.0,0.0,15.0,0.0,31552.066666666666,145.0,0.0,0.0,Technician,3 - FieldService,1,0
ELT0769,2010-07-19,10,0.5,0.0,0.0,0.0,15.0,0.0,30125.6,145.0,0.0,0.0,Technician,3 - FieldService,1,0
ELT0769,2010-07-26,10,0.5,0.0,0.0,0.0,15.0,0.0,29212.266666666666,145.0,0.0,0.0,Technician,3 - FieldService,1,0
ELT0769,2010-08-02,10,0.5,0.0,0.0,0.0,15.0,0.0,27152.466666666667,145.0,0.0,0.0,Technician,3 - FieldService,1,0
ELT0769,2010-08-09,10,0.5,0.0,0.0,0.0,15.0,0.0,29251.333333333332,145.0,0.0,0.0,Technician,3 - FieldService,1,0
ELT0769,2010-08-16,10,0.5,0.0,0.0,0.0,15.0,0.0,31259.666666666668,145.0,0.0,0.0,Technician,3 - FieldService,1,0
ELT0769,2010-08-23,10,0.5,0.0,0.0,0.0,15.0,0.0,31580.2,145.0,0.0,0.0,Technician,3 - FieldService,1,0
ELT0769,2010-08-30,10,0.5,0.0,0.0,0.0,15.0,0.0,28542.4,145.0,0.0,0.0,Technician,3 - FieldService,1,0
ELT0769,2010-09-06,8,0.5,0.0,0.0,0.0,11.0,0.0,29243.0,116.0,0.0,0.0,Technician,3 - FieldService,1,0
ELT0769,2010-09-13,10,0.5,0.0,0.0,0.0,15.0,0.0,32216.733333333334,145.0,0.0,0.0,Technician,3 - FieldService,1,0
ELT0769,2010-09-20,10,0.5,0.0,0.0,0.0,14.0,0.0,34115.57142857143,145.0,0.0,0.0,Technician,3 - FieldService,1,0
ELT0769,2010-09-27,10,0.5,0.0,0.0,0.0,15.0,0.0,28694.066666666666,145.0,0.0,0.0,Technician,3 - FieldService,1,0
ELT0769,2010-10-04,10,0.5,0.0,0.0,0.0,15.0,0.0,25612.266666666666,145.0,0.0,0.0,Technician,3 - FieldService,1,0
ELT0769,2010-10-11,10,0.5,0.0,0.0,0.0,12.0,0.0,28791.916666666668,145.0,0.0,0.0,Technician,3 - FieldService,1,0
ELT0769,2010-10-18,10,0.5,0.0,0.0,0.0,15.0,0.0,35788.4,145.0,0.0,0.0,Technician,3 - FieldService,1,0
ELT0769,2010-10-25,10,0.5,0.0,0.0,0.0,14.0,0.0,30232.428571428572,145.0,0.0,0.0,Technician,3 - FieldService,1,0
ELT0769,2010-11-01,10,0.5,0.0,0.0,0.0,15.0,0.0,35150.13333333333,145.0,0.0,0.0,Technician,3 - FieldService,1,0
ELT0769,2010-11-08,10,0.5,0.0,0.0,0.0,15.0,0.0,28025.2,145.0,0.0,0.0,Technician,3 - FieldService,1,0
ELT0769,2010-11-15,10,0.5,0.0,0.0,0.0,15.0,0.0,28832.8,145.0,0.0,0.0,Technician,3 - FieldService,1,0
ELT0769,2010-11-22,6,0.5,0.0,0.0,0.0,7.0,0.0,33357.142857142855,87.0,0.0,0.0,Technician,3 - FieldService,1,0
ELT0769,2010-11-29,10,0.5,0.0,0.0,0.0,15.0,0.0,30857.933333333334,145.0,0.0,0.0,Technician,3 - FieldService,1,0
